id,post_node_id,post_skel_id,post_x,post_y,post_z,pre_node_id,pre_skel_id,pre_x,pre_y,pre_z
5866,8324624,2663041,344627,160044,154120,8324622,23829,344768,160291,154160
5869,7798364,2402285,332412,156803,186240,7798355,23829,332676,156966,186240
5870,7784887,2390204,391170,126951,181080,4513679,23829,391393,126983,181160
5871,7227324,2131816,354462,145501,200680,7227297,23829,354834,145265,200600
5872,8282631,2644836,346196,168978,164560,8282625,23829,346444,168950,164560
5873,8284907,2646328,337717,162887,166080,8284888,23829,337819,162734,166040
5875,7227239,2131616,395985,130328,184760,7227222,23829,396254,130534,184680
5876,8290937,2649883,345326,161913,155520,8290933,23829,345467,161889,155520
5878,7739178,2362956,362721,152412,186160,7736876,23829,362558,152264,186200
5881,7227406,2132020,359929,136120,198680,7227400,23829,360224,136041,198720
5886,7816511,2412649,340931,156410,194160,4526508,23829,340911,156160,194080
5887,8271798,2638643,341899,164144,178160,8271790,23829,341999,163896,178160
5889,8322100,2659020,345439,169696,168520,8322096,23829,345322,169797,168400
5890,7791811,2395055,378838,115440,168480,4514134,23829,378677,115483,168560
5894,8274149,2640156,343270,165153,174800,8274142,23829,343406,165485,174800
5896,16062601,2659704,374730,149998,187840,4514245,23829,374395,150209,187800
5897,7856398,2431918,384192,136969,189520,7856386,23829,384205,137215,189560
5898,8325001,2663506,349843,169851,161360,8324964,23829,349781,169766,161240
5899,8285563,2646739,338230,163676,165320,8285546,23829,338380,163438,165240
5900,7868228,2440826,351095,160318,191840,7868197,23829,351018,160138,191880
5901,4513811,1092531,361805,135675,198320,4513809,23829,361657,135647,198320
5906,7226550,2129626,349039,162235,189000,4515384,23829,349204,162066,189040
5907,7815835,2411725,343263,154068,195640,7815826,23829,343171,153929,195600
5911,8323786,2662026,346379,162350,154920,6856527,23829,346240,162340,154800
5913,7828457,2418856,381464,146239,188840,7828329,23829,381773,146659,189040
5915,8291460,2650420,348184,169631,165040,8291450,23829,348300,169320,165040
5919,8284893,2646308,337663,162778,166040,8284888,23829,337819,162734,166040
5920,4514079,1093492,380222,116100,170360,4514077,23829,380262,116268,170360
5921,8280501,2643425,345959,168024,166680,8280477,23829,345978,168028,166800
5922,4513590,1091719,394054,129193,181760,4513587,23829,394089,129050,181720
5924,8324339,2662714,345235,160496,154480,8324334,23829,345196,160456,154360
5925,8264364,3966911,361738,151908,186240,8264355,23829,361634,152048,186240
5926,19322761,5720479,360744,135652,198480,19322758,23829,360960,135742,198480
5928,7809273,2406804,369304,140558,193640,4513959,23829,369153,140756,193680
5929,4513772,1092393,368251,126859,192120,4513770,23829,368283,126694,192120
5932,8286328,2647519,338563,163120,163440,8286317,23829,338327,163008,163440
5933,8281221,11524508,347081,168614,166120,8281205,23829,346872,168825,166080
5934,52709897,13169091,342347,155070,194000,13835221,23829,342154,155046,194080
5935,52713911,13173077,345236,168014,178280,52713892,23829,344932,168027,178440
5936,7816626,2412686,341401,156870,193880,4526501,23829,341411,156689,194000
5937,7751388,2372062,362508,132914,196880,7751366,23829,362768,132850,196920
5938,7854699,2429574,371946,147449,192080,7854689,23829,371996,147578,192040
5939,8280399,2643302,346224,168002,167520,8280377,23829,346132,167835,167400
5942,7227214,2131526,395860,131379,185200,7227207,23829,395807,131165,185320
5943,7738892,2362713,360826,152470,186560,7736885,23829,360945,152736,186440
5945,7738040,2361914,366819,151073,182960,7737428,23829,366798,150948,183000
5946,8322734,2660302,349772,172714,166880,8322724,23829,349429,172624,166840
5947,7817647,2413719,381089,130482,188440,7817639,23829,380982,130648,188480
5949,52685404,13157706,343770,167292,181200,44767227,23829,343927,167454,181120
5950,6475822,1769632,333160,161134,176520,4527675,23829,333038,160862,176320
5951,7831727,2649508,346400,162271,190600,4524863,23829,346322,162357,190480
5953,7226287,2128957,338411,160918,187120,7226284,23829,338683,161026,187120
5954,7787908,2391467,372636,149272,187800,7787906,23829,372546,149396,187800
5958,8292601,2651239,348713,167915,157920,8292558,23829,348609,168218,158240
5959,7784938,2390254,390960,127393,181280,4513672,23829,390690,127409,181400
5964,7854474,2429118,371082,146136,192200,7854471,23829,371262,146128,192200
5967,8269724,2636993,345177,161385,183160,8269680,23829,345041,161473,183320
5968,20305680,3483207,351117,168682,160200,8325513,23829,351332,168822,159960
5969,8323857,2662152,343948,160923,155280,8323856,23829,344011,161111,155280
5970,8269913,2637172,344900,162595,182000,8269877,23829,344929,162549,182080
5974,8322504,2659710,346961,170198,168240,8322492,23829,346772,170275,168360
5977,7855264,2430360,370760,113851,165680,4514188,23829,370822,113870,165480
5981,7788138,2391699,334879,162608,173040,7788132,23829,334933,162512,172920
5983,7861375,2435947,384192,136673,190720,7861348,23829,384170,136636,190600
5984,8284923,2646344,337943,162529,165920,8284888,23829,337819,162734,166040
5988,8322707,2660217,348669,172296,167160,8322696,23829,348537,172388,167160
5989,8324507,2662907,345151,161171,154080,8324478,23829,345287,161386,153920
5990,7828782,2419115,382512,146545,188520,7828722,23829,382437,146536,188600
5991,4513740,1092282,384044,120408,178760,4513734,23829,384114,120605,178800
5992,7859897,2434885,397215,128166,179480,7859896,23829,397243,128266,179480
5994,8322554,2659894,348061,171651,168200,8322547,23829,347996,171534,168360
5997,7854984,2429958,391311,127615,180960,7854981,23829,391335,127375,180960
5998,3339262,742831,386488,133553,188720,3339259,23829,386481,133749,188760
5999,8323468,2661493,349743,167574,157520,8323461,23829,349474,167561,157600
6000,7836327,2424720,383769,136304,190080,7836305,23829,383951,136363,190160
6002,40443079,1911124,338192,163077,164520,8286077,23829,338266,163167,164280
6003,7836144,2424500,385203,135894,190160,4513877,23829,384904,135822,190200
6004,7860938,2435606,379349,145541,193680,7860916,23829,379224,145335,193560
6005,8324513,2662923,345264,161382,153840,8324478,23829,345287,161386,153920
6007,4515464,1094837,344028,165898,183880,4515461,23829,343982,165713,183880
6009,8324057,2662386,345125,160598,154520,8324025,23829,345329,160828,154680
6011,7783852,2389203,386120,122719,179600,7783825,23829,385880,122607,179560
6012,7798308,2402222,333075,156297,185960,4526208,23829,332916,156383,186120
6013,8323764,1803633,346078,162527,154800,6856527,23829,346240,162340,154800
6015,7748197,2370289,344286,161870,189760,7748132,23829,344359,161971,189800
6016,7855952,2431345,359112,156319,192840,7855949,23829,358932,156203,192840
6017,3339275,742847,386389,133770,188640,3339259,23829,386481,133749,188760
6018,7860919,3178642,379180,145107,193560,7860916,23829,379224,145335,193560
6019,8291830,2650690,348563,169691,163360,8291827,23829,348591,169855,163360
6020,7793565,2396431,381524,119108,174160,7793540,23829,381522,119077,174240
6021,52709636,13168539,340345,158067,191560,9134165,23829,340080,157934,191520
6022,8282734,2644975,348213,168948,164480,8282724,23829,347937,168816,164480
6023,4513594,1091739,393944,129127,181920,4513587,23829,394089,129050,181720
6025,7227274,2131710,353836,144542,200000,7227272,23829,353852,144709,200000
6027,7814776,2410610,381954,142371,188160,7814753,23829,382350,142485,188200
6028,4526521,1098027,340995,155649,194320,4526520,23829,341143,155648,194320
6029,7828744,2419070,382249,146372,188600,7828722,23829,382437,146536,188600
6031,7831702,2421228,345250,162527,190680,4524856,23829,345476,162404,190720
6032,7854991,2429983,391211,127342,180880,7854981,23829,391335,127375,180960
6033,43143576,11798049,371650,122327,186600,4513755,23829,371724,122531,186600
6035,8323644,2661799,344595,160458,154960,8323635,23829,344518,160564,154880
6036,7796458,2399800,344857,167227,181680,4515530,23829,344807,166903,181720
6041,4526773,1098493,334228,161837,174360,4526770,23829,334069,161716,174360
6042,4524552,1096852,346762,162001,190280,4524548,23829,346840,162100,190280
6043,7795562,2398829,343799,167136,178960,4515583,23829,343908,167169,179040
6045,52709674,13168605,382238,147129,189480,7826649,23829,382482,147153,189520
6046,8324392,2662795,345370,161842,154240,8324370,23829,345104,161524,154200
6047,7820041,2415652,345112,166261,185000,7820039,23829,345100,166477,185000
6049,7739453,2363435,364493,150042,183560,7736691,23829,364341,150372,183640
6050,7787927,2391532,372973,149753,188040,7787906,23829,372546,149396,187800
6051,12928175,2444889,347497,170789,168000,8322509,23829,347485,170631,168200
6053,7831010,2420683,367848,142872,196960,4513994,23829,367688,143098,196960
6054,7794520,2397383,382860,119839,175760,4514029,23829,382974,119860,175920
6055,8322451,2659574,345372,169835,168960,8322439,23829,345680,169956,168760
6056,7225136,2128117,336569,160903,185120,7225118,23829,336740,160817,185200
6057,7854537,2419600,371749,146636,192480,7854534,23829,371569,146496,192480
6061,52713954,13173139,345366,163380,189920,4525105,23829,345222,163316,189760
6063,8270476,2659704,342037,164354,179240,8270471,23829,342073,164110,179240
6065,7814513,2410215,382366,143614,187880,7814511,23829,382410,143818,187880
6066,8322583,2659986,347629,171659,168000,8322579,23829,347617,171827,168000
6067,15924446,4761351,344530,164636,184920,15924444,23829,344373,164548,184920
6069,7227156,2131338,387475,134841,188720,7227152,23829,387753,134863,188760
6070,52709764,13168832,332523,156383,165920,7224218,23829,332286,156468,166040
6072,7798280,2402172,332636,156623,186160,4526208,23829,332916,156383,186120
6074,4515514,1095031,343996,164792,183240,4515513,23829,344087,164991,183240
6076,7858414,2433713,350901,162087,190960,7858407,23829,350769,162239,190960
6077,7226386,2129252,341054,162320,188960,7226377,23829,340950,161883,188880
6079,7854378,1705004,356535,157186,192840,7854377,23829,356496,157374,192840
6080,7825788,2417656,365366,150785,183200,7825777,23829,365174,150621,183200
6081,7829157,2419345,344056,168076,179040,7829155,23829,344184,168204,179040
6085,8323025,2659704,345639,170424,169560,8323006,23829,345502,170371,169640
6087,4513950,1093046,370953,140210,192760,4513948,23829,371054,140303,192760
6088,8273797,2639967,343224,165002,175480,8273755,23829,343496,165382,175480
6090,7224592,2127198,332388,160608,176160,7224590,23829,332638,160570,176160
6094,8273329,2639685,342457,164342,176000,8273310,23829,342649,164530,175880
6095,7784903,1091859,391552,126977,181000,4513679,23829,391393,126983,181160
6097,8325628,2664428,350317,169997,161040,6606951,23829,350577,169985,160840
6098,4514051,1093396,381777,119642,174520,4514049,23829,381953,119542,174520
6099,7793143,2396266,379860,116674,170440,4514071,23829,379646,116746,170480
6101,7835698,2424212,371499,114327,164480,7835682,23829,371383,114138,164480
6102,7792652,2395843,378630,116462,169880,4514091,23829,378637,116417,169760
6105,7870861,2442444,345629,166531,183840,5466935,23829,345746,166874,183960
6107,7820493,2415977,346317,166636,184200,7820467,23829,346153,166786,184240
6108,8325603,2664371,351511,169849,160720,8325600,23829,351555,169669,160720
6112,7227155,2131333,387813,134618,188760,7227152,23829,387753,134863,188760
6113,7227330,2131841,354694,145387,200720,7227297,23829,354834,145265,200600
6115,3340085,743465,379741,130013,188360,3340080,23829,379691,130149,188320
6116,7856109,2431540,376263,141868,192360,7856075,23829,376642,142142,192400
6117,8288017,2648594,343121,162725,164320,6842092,23829,343376,162742,164280
6118,8323447,2661451,348647,167557,157560,8323416,23829,348788,167608,157720
6119,4525261,1097191,342043,160986,189680,4525258,23829,341839,161115,189680
6120,4513692,1092093,387111,124003,180640,4513689,23829,387027,123945,180640
6121,19322053,5720140,347720,162411,190480,4524430,23829,347897,162390,190280
6123,7795574,2398854,343812,167076,179160,4515583,23829,343908,167169,179040
6124,7226974,2130945,380279,141036,191080,4513893,23829,380173,141102,190880
6125,4524031,1096649,347450,162828,190880,4524005,23829,347671,162776,190920
6126,7828779,11524200,382372,146513,188520,7828722,23829,382437,146536,188600
6127,7836550,2424869,395593,128135,182600,7836545,23829,395469,128212,182640
6128,7751990,2372380,367543,128250,193240,4513800,23829,367566,127950,193040
6129,7816977,2413081,340426,157452,192280,4526409,23829,340468,157213,192280
6130,4527734,1099020,331484,157080,167400,4527729,23829,331663,157153,167400
6131,8984848,2837888,334553,161133,174800,8984843,23829,334369,161153,174800
6133,7854479,2429143,371188,145994,192280,7854471,23829,371262,146128,192200
6134,12332731,3695617,354245,144309,200040,12332704,23829,354347,144623,200120
6137,7745766,2367840,332858,156631,165920,4527846,23829,332843,156458,166080
6141,7854950,2429911,387411,136946,189560,7854941,23829,387211,136966,189600
6142,7226544,2129600,349106,161115,189080,7226541,23829,349223,161295,189080
6143,7784859,2390159,387388,124358,181280,7784848,23829,387555,124508,181320
6144,7787165,2390692,369598,149674,184200,7787159,23829,369572,149854,184200
6145,4513844,1092657,389464,133332,187680,4513841,23829,389536,133419,187640
6146,8282633,2664531,346440,169102,164560,8282625,23829,346444,168950,164560
6147,7834820,2423633,378872,141560,192040,7834806,23829,378674,141469,192080
6148,8269982,2637202,343238,163001,180440,8269975,23829,343269,163166,180400
6149,4526222,1097698,341326,159456,191240,4526219,23829,341142,159479,191240
6151,7814876,2410769,382102,142115,188960,7814873,23829,381954,142079,188960
6152,7854558,2429386,371089,147112,192360,7854543,23829,371369,147081,192480
6153,7787911,2391477,372777,149521,187800,7787906,23829,372546,149396,187800
6154,7854785,2429730,372829,145474,190560,7854765,23829,372864,145180,190640
6155,7870236,2442043,375572,149523,188360,7870230,23829,375504,149615,188360
6159,7792466,2395649,379475,115274,169560,4514105,23829,379593,115224,169400
6160,7790886,2394065,371221,114786,165000,4514205,23829,371099,114754,164880
6161,4514156,1093775,376987,114858,167880,4514152,23829,377252,114964,167840
6163,7226107,2128745,336888,160300,185760,7226083,23829,336643,160378,185640
6168,7738809,2362665,360957,152934,186440,7736885,23829,360945,152736,186440
6169,7809716,2407354,371636,140357,192920,7809683,23829,371696,140424,192760
6170,7796377,2399658,344976,167152,181200,7796348,23829,345224,167464,181200
6171,4514256,1094124,374787,149255,187720,4514254,23829,374691,149436,187720
6173,4514274,3967440,372286,147296,190760,4514281,23829,371838,147354,191320
6174,7820510,2415987,346119,166754,184120,7820467,23829,346153,166786,184240
6175,7815971,2411897,341792,154236,195640,7815966,23829,341904,154456,195640
6177,4515409,1094629,345148,164171,184320,4515407,23829,345025,164045,184320
6178,7854951,2429916,387339,136814,189560,7854941,23829,387211,136966,189600
6179,8323095,2660954,344866,170416,169440,8323091,23829,344594,170415,169360
6181,7792337,2395534,380056,115755,169120,7792321,23829,379909,115685,169000
6182,4514043,1093374,383172,119766,175440,4514038,23829,383100,119762,175360
6183,19322100,5720175,384557,121735,177800,7230616,23829,384754,121738,177960
6185,7830943,2420624,366977,144180,197200,4514005,23829,366682,144077,197120
6186,7226783,2130350,371928,147561,191240,4514281,23829,371838,147354,191320
6188,7753127,2373415,382882,120352,178480,7753041,23829,383138,120180,178480
6189,7792390,2395593,378851,115059,169120,7792386,23829,378911,114951,169120
6190,52714111,13173363,342987,154017,195360,7815826,23829,343171,153929,195600
6199,4513732,1092251,385524,121312,179200,4513727,23829,385345,121269,179200
6200,4526518,1098016,342309,155734,194200,4526515,23829,342148,155740,194200
6201,8273809,2639982,343066,165634,175440,8273755,23829,343496,165382,175480
6203,7790752,2393903,370472,110947,165000,4514223,23829,370698,110868,164880
6204,7831625,2421134,368911,150120,183560,7831618,23829,369451,149956,183560
6205,7832247,2417836,365664,149869,182920,7832246,23829,365640,149997,182920
6206,4514061,1093437,380878,118503,173880,4514056,23829,380976,118698,173920
6207,7831781,2421354,344797,162576,190640,7831770,23829,344720,162570,190520
6209,21186715,3733459,346798,161961,190240,4524548,23829,346840,162100,190280
6210,7814255,2409817,381959,143971,187200,7814243,23829,381878,143903,187280
6211,7227234,2131596,396083,130787,184520,7227222,23829,396254,130534,184680
6213,4514112,1093617,377984,115271,169080,4514110,23829,378116,115426,169080
6214,7746623,2368883,332466,160545,176320,7224590,23829,332638,160570,176160
6215,7792224,2395440,377801,115616,169080,4514110,23829,378116,115426,169080
6216,7224499,2127046,332752,160739,174920,7224497,23829,332744,160593,174920
6217,7226980,2130966,378879,140961,190840,7226976,23829,379015,140937,190920
6219,8269914,2637177,344936,162481,181960,8269877,23829,344929,162549,182080
6222,4514103,1093585,380124,115511,169560,4514097,23829,380088,115646,169440
6228,8271961,2638730,341687,163616,178040,8271954,23829,341611,163756,178040
6229,7816787,2412880,341164,157194,193440,7816777,23829,340998,157359,193480
6232,7749658,2371528,386862,136498,189440,7749637,23829,387041,136570,189520
6233,8324877,2663376,349692,169050,161240,8324864,23829,349869,169073,161160
6235,7858523,2433868,350672,162026,190800,7858468,23829,351102,161810,190600
6236,8286435,2647660,337990,163109,163240,8286425,23829,337689,162785,163240
6237,7817145,2413320,341180,159484,191160,4526219,23829,341142,159479,191240
6238,7829955,2419858,375192,150158,188800,4514233,23829,375316,149926,188800
6244,4526452,1097902,340918,156628,192880,4526447,23829,340844,156802,192880
6246,52685433,13157785,379795,131318,189160,44767278,23829,379785,131097,189160
6247,7798163,2402039,332706,156821,185760,7798139,23829,332254,156358,185760
6253,7783420,2388723,385331,122019,178840,7783412,23829,385655,121923,178840
6254,7797639,2401553,348352,161341,188520,7797635,23829,348524,161197,188520
6255,8291654,2650548,348308,169634,163960,8291650,23829,348301,169867,163960
6258,7820194,2415743,345135,167231,184720,4515467,23829,345174,167325,184640
6261,7746682,2368928,332403,160779,177160,4527502,23829,332855,160984,177320
6264,8613046,2664521,346559,170314,168480,8322492,23829,346772,170275,168360
6266,7814877,2410774,381954,142263,188960,7814873,23829,381954,142079,188960
6267,8322420,2431772,345436,171060,168640,8322415,23829,345572,170832,168640
6268,19322140,5720207,384902,121836,178200,7230616,23829,384754,121738,177960
6270,7815841,2411735,342977,154257,195560,7815826,23829,343171,153929,195600
6273,7831017,2420693,367675,143261,196920,4513994,23829,367688,143098,196960
6276,7749470,2371448,387397,135198,189800,4513857,23829,387331,135233,189640
6277,7753163,2373455,383114,120395,178520,7753041,23829,383138,120180,178480
6278,8323019,2660845,345819,170460,169600,8323006,23829,345502,170371,169640
6279,8289851,2649415,343509,163242,163240,8289762,23829,343558,163276,163360
6281,7794607,2397509,384543,121110,177080,7794582,23829,384379,120969,177200
6283,7791193,2394406,376853,115570,167240,4514176,23829,376983,115332,167280
6284,8324380,2662773,345509,161852,154160,8324370,23829,345104,161524,154200
6285,7815974,2411908,341640,154337,195640,7815966,23829,341904,154456,195640
6286,8287744,2648349,344657,163777,164880,8287742,23829,344343,163481,164880
6288,6551820,1827691,369011,151086,185160,6551815,23829,368995,150759,185160
6289,7836593,2424899,393700,128522,182360,4513640,23829,393773,128457,182200
6290,52685435,13157790,379572,131237,189160,44767278,23829,379785,131097,189160
6291,4526381,1097814,341020,158704,191920,4526372,23829,340902,158507,191960
6292,8322854,2660564,344863,169532,169120,8322848,23829,344855,169728,169120
6293,7739328,2363239,364141,150439,184040,7736720,23829,364097,150669,184040
6294,7816905,2413040,341425,157656,192920,4526427,23829,340647,157196,192720
6296,24454466,7481897,389262,134772,189480,24454456,23829,389268,134790,189400
6297,7859206,2434451,384612,137282,190880,7859158,23829,384094,137456,190920
6298,8281670,2644116,347136,168342,165480,8281604,23829,347171,168261,165600
6300,8322719,2660266,348749,172357,167000,8322696,23829,348537,172388,167160
6302,7791732,2394945,377979,115906,168400,7791727,23829,377910,115708,168400
6303,4513923,1092947,373275,140292,192080,4513920,23829,373148,140241,192080
6304,8322632,2660078,348416,171750,167600,8322629,23829,348384,171906,167600
6308,7792387,2395583,378842,114780,169120,7792386,23829,378911,114951,169120
6309,4527070,1098702,335911,160863,185080,4527065,23829,336058,160753,185040
6311,7817790,2413886,380891,130340,188680,7817779,23829,380711,130303,188640
6312,7814246,2409791,382058,143687,187280,7814243,23829,381878,143903,187280
6313,7750976,2371859,360778,136408,198680,4513820,23829,360852,136404,198840
6315,7787751,4292232,370007,151264,185480,7787740,23829,370235,150907,185440
6316,7227008,2131011,382569,137593,190200,7227005,23829,382833,137661,190200
6317,7788228,2391757,333858,161491,173160,4526903,23829,333961,161314,173320
6318,19322883,5720619,388598,135398,190040,4513863,23829,388821,135205,189880
6319,7739487,2363497,362905,151903,185720,7736833,23829,362652,151855,185680
6320,7826066,11523984,366336,149897,183400,7826034,23829,366540,150017,183360
6322,8283153,2645306,348365,168143,161360,8283146,23829,348681,167903,161360
6324,7783348,2388664,383867,121225,178400,4513750,23829,383775,121076,178360
6325,7739175,2362951,362657,152431,186280,7736876,23829,362558,152264,186200
6327,7738450,2362365,360588,152098,187040,7736912,23829,360573,152324,186840
6328,7814499,7474777,382404,144266,187760,7814490,23829,382304,144174,187800
6329,7831606,2421087,387363,134697,188760,3339193,23829,386995,134564,188720
6331,7795048,2398133,344638,169016,176960,7795044,23829,344771,169007,176960
6333,7739123,2362906,361965,152057,186440,7736901,23829,361931,152258,186560
6334,8325476,2664125,350583,168588,159840,8325473,23829,350419,168628,159840
6336,7784694,2390059,389281,124847,180440,7784685,23829,389197,124639,180440
6337,8322718,2660261,348682,172287,167080,8322696,23829,348537,172388,167160
6339,8324766,2663216,350231,168519,160760,8324755,23829,350357,168731,160880
6340,8322899,2660681,344291,170126,169120,8322884,23829,344413,170209,169000
6341,8464649,2708616,350923,160689,189960,8464643,23829,350891,160817,189960
6345,7815936,2411865,342324,154109,195480,7815902,23829,342569,154001,195560
6346,8291064,2650037,346548,162507,155400,8291054,23829,346291,162515,155400
6348,8272397,2639055,343419,164291,177680,8272386,23829,343251,164307,177680
6350,8322548,2659869,348012,171358,168360,8322547,23829,347996,171534,168360
6352,7831631,2421156,369275,149896,183480,7831618,23829,369451,149956,183560
6353,8324634,2663066,344893,160350,154080,8324622,23829,344768,160291,154160
6356,7794460,2397184,383346,119095,174920,7794454,23829,383308,119331,174960
6358,4513681,1092057,391540,126938,181120,4513679,23829,391393,126983,181160
6360,7856203,2431677,376334,141550,192120,7856183,23829,376237,141716,192160
6361,52685453,13157834,379701,131066,189280,44767278,23829,379785,131097,189160
6362,7790647,2393785,372477,110470,165120,7790627,23829,372339,110259,165080
6365,8282254,2644523,347865,169043,165200,8282205,23829,348050,169163,165280
6366,7786899,2390668,368801,150948,183960,7786883,23829,368582,150745,183880
6368,7858968,2434249,351330,159860,191760,7858962,23829,351267,159992,191720
6369,4526749,1098459,334271,161811,174720,4526738,23829,334247,161678,174800
6370,8277807,2641989,342723,165344,172000,8277780,23829,342876,165231,172080
6371,8285059,2646425,338572,163587,165840,8285011,23829,338370,163700,165720
6372,8285403,2646597,338088,162600,165280,8285402,23829,338336,162756,165280
6373,7797234,2401011,345655,163105,184520,7797218,23829,345409,163343,184640
6374,4513979,1093152,369138,140228,194160,4513977,23829,369275,140276,194120
6377,7752359,2372656,367302,126942,192280,7752353,23829,367326,126674,192280
6378,8324874,2663365,349776,168946,161240,8324864,23829,349869,169073,161160
6379,52709741,13168770,381871,146463,188480,12400611,23829,381858,146332,188400
6380,7785879,2390360,390853,127826,181800,7785876,23829,391001,127758,181800
6381,7831912,2421507,372037,139930,192520,7809728,23829,372100,140032,192760
6385,7792256,2395468,378129,115480,169240,4514110,23829,378116,115426,169080
6386,4515416,1094660,344643,164696,184440,4515415,23829,344529,164778,184440
6387,7809916,2407505,373296,139552,191920,4513927,23829,373217,139698,192080
6388,4515427,1094706,344549,162770,184080,4515421,23829,344648,162617,184000
6391,7227306,2131775,355300,145186,200600,7227297,23829,354834,145265,200600
6392,7830574,2420300,366026,144278,197840,7830570,23829,366154,144465,197800
6394,7226354,2129107,341822,162394,188640,7226353,23829,342066,162249,188640
6396,7816072,2412069,341553,154648,195200,7816067,23829,341717,154564,195200
6397,7831020,2633851,367767,143185,196920,4513994,23829,367688,143098,196960
6399,4514033,1093342,382824,119810,175920,4514029,23829,382974,119860,175920
6402,4515490,1094941,345237,167334,185600,4515486,23829,345385,167265,185480
6403,7794516,2397368,383157,120098,175920,4514029,23829,382974,119860,175920
6404,4513793,1092467,367945,127689,192600,8263663,23829,367839,127350,192600
6406,7816098,2412114,341813,154669,195280,7816067,23829,341717,154564,195200
6407,7809345,2406970,370385,141273,193120,7809343,23829,370517,141181,193120
6410,8276488,2641158,342935,166449,174760,8276476,23829,342779,166385,174760
6412,7859160,2434376,383970,137660,190920,7859158,23829,384094,137456,190920
6415,7791797,2395045,378939,115417,168640,4514134,23829,378677,115483,168560
6416,7792244,2402951,378102,115334,169160,4514110,23829,378116,115426,169080
6417,7796398,2399711,345072,167070,181040,7796348,23829,345224,167464,181200
6419,8289988,2664526,347258,169771,164640,8289979,23829,347242,169995,164640
6420,8325329,2663910,351624,169982,160200,8325325,23829,351624,169822,160200
6421,7795451,2398723,344051,167691,178200,4515605,23829,344036,167435,178160
6422,7816901,2413030,341017,157728,192920,4526427,23829,340647,157196,192720
6423,7814614,2410367,382282,143072,188120,7814599,23829,382213,143302,188120
6424,7817661,2413732,381157,130768,188400,7817639,23829,380982,130648,188480
6427,4523506,1096539,348659,162920,191480,4523478,23829,348480,162897,191400
6429,7790641,2393769,372317,110478,165120,7790627,23829,372339,110259,165080
6430,7831799,2421374,343829,161912,189920,4524997,23829,344108,162123,190000
6431,4523963,1096617,347541,163698,191000,4523955,23829,347764,163682,191000
6432,4515541,1095126,344968,167750,181040,4515539,23829,344908,167925,181040
6433,7856401,2431931,384028,137372,189480,7856386,23829,384205,137215,189560
6434,4525266,1097197,342031,161087,189680,4525258,23829,341839,161115,189680
6435,7748886,2370875,377766,142211,191520,4513898,23829,377805,142356,191320
6436,7829473,2419588,345176,168383,179720,7829461,23829,345012,167874,179720
6437,4514297,1094257,355960,158925,192640,4514292,23829,356074,158853,192600
6439,7830727,2420457,367802,143233,197320,7830721,23829,367638,143245,197320
6441,7794660,2397579,382626,119857,177240,7794643,23829,382739,120036,177280
6444,4526106,2659704,332813,156890,187040,4526104,23829,332975,156819,187040
6445,8283940,2659704,341031,165556,172720,8283907,23829,340994,165711,172640
6446,8291098,2650118,346575,162311,155480,8291054,23829,346291,162515,155400
6447,8322396,2659368,345028,169524,168800,8322393,23829,344836,169273,168800
6449,4526861,1098560,334175,162031,174000,4526850,23829,334054,162265,174000
6452,4524868,1096959,346225,162155,190480,4524863,23829,346322,162357,190480
6453,4514231,1094029,372027,110174,165360,4514227,23829,371840,110199,165360
6454,30712966,2633111,348179,154499,197120,7867625,23829,348337,154551,196960
6457,7858479,2433805,350719,161887,190640,7858468,23829,351102,161810,190600
6458,7833432,2422769,373487,149281,188160,7833337,23829,373340,149673,188400
6460,8324389,2662789,344966,161270,154240,8324370,23829,345104,161524,154200
6461,5466315,1306398,346198,166903,185160,5466314,23829,346131,166617,185160
6463,8288204,2648762,343839,162655,163920,5536087,23829,343961,163051,163880
6464,7855962,2431367,358611,156326,192880,7855949,23829,358932,156203,192840
6465,8291838,2650706,348775,169819,163360,8291827,23829,348591,169855,163360
6469,7788216,2391737,333985,161488,173440,4526903,23829,333961,161314,173320
6471,7225184,2128173,338558,160447,185520,7225180,23829,338262,160463,185520
6472,7753091,2373371,382994,120364,178480,7753041,23829,383138,120180,178480
6476,4514317,1094322,349676,161296,190840,4514314,23829,349910,161250,190840
6477,8277409,2641680,342276,166017,174000,8277361,23829,342481,165932,173880
6478,4515507,1095004,344112,164319,183320,4515503,23829,343937,164202,183320
6479,8322893,2660964,344332,170424,169000,8322884,23829,344413,170209,169000
6480,8325184,2663683,350128,169741,160640,8325178,23829,350238,169670,160600
6481,7868755,2441387,383253,137686,189720,7868748,23829,383189,137727,189840
6482,4525500,1097330,341444,160882,190160,4525495,23829,341399,160736,190160
6485,4526554,1098092,342550,154032,195080,4526547,23829,342642,154224,195040
6486,8289800,3725886,343589,163483,163440,8289762,23829,343558,163276,163360
6487,8290027,2649508,347352,170046,164760,8289979,23829,347242,169995,164640
6488,18055593,5341336,377217,114699,167920,4514152,23829,377252,114964,167840
6489,8324636,2663071,344750,160293,154040,8324622,23829,344768,160291,154160
6492,4513891,1092836,381491,138662,190320,4513887,23829,381422,138836,190320
6494,8287999,2648582,343167,162745,164240,6842092,23829,343376,162742,164280
6496,52709742,13168775,382030,146339,188520,12400611,23829,381858,146332,188400
6497,7796281,2399487,344148,168299,180600,7796264,23829,343934,168080,180520
6498,6606956,1847982,350420,169901,160800,6606951,23829,350577,169985,160840
